,artist_name,spotify_name,spotify_id,spotify_similarity,spotify_popularity
/artists/10139325-72-degrees,72 Degrees,,,,
/artists/480371-77,77,,,,
/artists/3762931-77-bombay-street,77 Bombay Street,,,,
/artists/10093241-777christos,777Christos,,,,
/artists/9882184-7pines,7Pines,,,,
/artists/8896029-7ubo,7UBO,,,,
/artists/8605579-80-doppel-d,80 Doppel D,,,,
/artists/8650339-800-gondomar,800 Gondomar,,,,
/artists/215134-808-state,808 State,,,,
/artists/3369221-80er,80er,,,,
/artists/4166141-80ties,80ties,,,,
/artists/8568439-8kids,8kids,,,,
/artists/8468823-8th-wonder,8th Wonder,,,,
/artists/5178383-8thsin,8thsin,,,,
/artists/4049801-8x15,8x15,,,,
/artists/3831061-8deg6-crew,8°6 Crew,,,,
/artists/4891213-9-chambers,9 Chambers,,,,
/artists/4935698-90er,90er,,,,
/artists/9254234-96ix,96ix,,,,
/artists/563078-999,999,,,,
/artists/540059-9mm,9MM,,,,
/artists/2946221-9mm-arr,9mm Arr,,,,
/artists/4418268-9mm-assi-rocknroll,9mm Assi Rock'n'roll,,,,
/artists/10102852-lola-milovanovic,??? (Lola Milovanovic),,,,
/artists/43193-alos,?alos,,,,
/artists/581964-uestlove,?uestlove,,,,
/artists/9973359-a-baker-ch,A Baker ,,,,
/artists/8871774-a-band-called-e,A Band Called E,,,,
/artists/9497424-a-bang-and-a-whimper,A Bang and a Whimper,,,,
/artists/9535549-a-bowie-celebration,A Bowie Celebration,,,,
/artists/4742463-a-boy-named-river,A Boy Named River,,,,
/artists/443591-a-camp,A Camp,,,,
/artists/884960-a-classic-education,A Classic Education,,,,
/artists/6506249-a-crashed-blackbird-called-rosehip,A Crashed Blackbird Called Rosehip,,,,
/artists/7309389-a-crashed-blackbird-rosehip,A Crashed Blackbird Rosehip,,,,
/artists/10050893-a-day-in-central-park,A Day In Central Park,,,,
/artists/470482-a-day-to-remember,A Day to Remember,,,,
/artists/3701676-a-dead-forest-index,A Dead Forest Index,,,,
/artists/27131-a-few-good-men,A Few Good Men,,,,
/artists/162307-a-filetta,A Filetta,,,,
/artists/183471-a-fine-frenzy,A Fine Frenzy,,,,
/artists/183783-a-forest,A Forest,,,,
/artists/3468731-a-friend-in-london,A Friend In London,,,,
/artists/2396413-a-giant-dog,A Giant Dog,,,,
/artists/5951849-a-great-big-world,A Great Big World,,,,
/artists/328394-a-guy-called-gerald,A Guy Called Gerald,,,,
/artists/28498-a-hawk-and-a-hacksaw,A Hawk and a Hacksaw,,,,
/artists/793439-a-jackin-phreak,A Jackin' Phreak,,,,
/artists/3573501-a-joy-division-celebration,A Joy Division Celebration,,,,
/artists/587186-a-la-fu,A La Fu,,,,
/artists/3085541-a-lauras-mind,A Lauras Mind,,,,
/artists/5071108-a-life-divided,A Life Divided,,,,
/artists/10106293-a-lost-game,A Lost Game,,,,
/artists/2612331-a-made-up-sound,A Made Up Sound,,,,
/artists/6343854-a-night-in-texas,A Night in Texas,,,,
/artists/8815694-a-novel-of-anomaly,A Novel Of Anomaly,,,,
/artists/3914241-a-pale-horse-named-death,A Pale Horse Named Death,,,,
/artists/549892-a-perfect-circle,A Perfect Circle,,,,
/artists/4176626-a-phobic-smile,A Phobic Smile,,,,
/artists/10068482-a-place-left-to-hide,A Place Left To Hide,,,,
/artists/178407-a-place-to-bury-strangers,A Place To Bury Strangers,,,,
/artists/511165-a-plea-for-purging,A Plea For Purging,,,,
/artists/5421113-a-river-crossing,A River Crossing,,,,
/artists/10072412-a-s-t-r-o,A S T R O,,,,
/artists/404055-a-skylit-drive,A Skylit Drive,,,,
/artists/10096924-a-small-district,A Small District,,,,
/artists/9526284-a-special-can-of-hetschha,A Special Can of Hetsch-Ha,,,,
/artists/9955554-a-spectacular-night-of-queen,A Spectacular Night of Queen,,,,
/artists/2323216-a-state-of-mind,A State of Mind,,,,
/artists/2290498-a-storm-of-light,A Storm of Light,,,,
/artists/2911376-a-thousand-leaves,A Thousand Leaves,,,,
/artists/2010399-a-thousand-years-slavery,A Thousand Years Slavery !!...,,,,
/artists/511160-a-traitor-like-judas,A Traitor Like Judas,,,,
/artists/8662169-a-tribe-called-knarf,A Tribe Called Knarf,,,,
/artists/387469-a-whisper-in-the-noise,A Whisper in the Noise,,,,
/artists/413226-a-wilhelm-scream,A Wilhelm Scream,,,,
/artists/4561218-a-winged-victory-for-the-sullen,A Winged Victory for the Sullen,,,,
/artists/8898344-a-fistful-of-twist,A fistful of twist,,,,
/artists/5640154-asap-ant,A$AP Ant,,,,
/artists/9128069-asap-illz,A$AP ILLZ,,,,
/artists/5720759-asap-mob,A$AP Mob,,,,
/artists/5820104-asap-nast,A$AP Nast,,,,
/artists/4610868-asap-rocky,A$AP Rocky,,,,
/artists/388355-asys,A*S*Y*S,,,,
/artists/582088-afro,A-F-R-O,,,,
/artists/5990259-aspell,A-Spell,,,,
/artists/7061999-atain,A-TAIN,,,,
/artists/826583-atrain,A-TRAIN,,,,
/artists/111215-atrak,A-Trak,,,,
/artists/8721174-awa-il,A-WA ,,,,
/artists/3396466-azone,A-Zone,,,,
/artists/255142-alive,A-live,,,,
/artists/412262-awax,A-wax,,,,
/artists/9867914-a-a-bondy,A. A.  Bondy,,,,
/artists/7348359-a-francis,A. Francis,,,,
/artists/4198331-a-rodriguez,A. Rodriguez,,,,
/artists/6128959-a-spell,A. Spell,,,,
/artists/932379-ahuman,A.Human,,,,
/artists/9188604-aka-unknown,A.K.A. unknown,,,,
/artists/1215174-andy,A.N.D.Y,,,,
/artists/359298-ar-rahman,A.R. Rahman,,,,
/artists/8926824-ash-ch,A.S.H. ,,,,
/artists/2333502-askillz,A.Skillz,,,,
/artists/324638-awas,A.W.A.S,,,,
/artists/134582-ay,A.Y,,,,
/artists/3934966-ac-kupper,A.c. Kupper,,,,
/artists/355167-adhd,A.d.h.d.,,,,
/artists/3558436-ag-trio,A.g. Trio,,,,
/artists/127561-aka,A.k.a.,,,,
/artists/5419023-as,A.s.,,,,
/artists/2354750-a1-bassline,A1 Bassline,,,,
/artists/772275-a7ie,A7ie,,,,
/artists/8789334-ab-syndrom,AB Syndrom,,,,
/artists/124886-abba,ABBA,,,,
/artists/9613699-abba-jetzt,ABBA Jetzt!,,,,
/artists/276130-acdc,AC/DC,,,,
/artists/7704819-acidez-mexico,ACIDEZ ,,,,
/artists/6634094-acod,ACOD,,,,
/artists/931310-adkey,AD:keY,,,,
/artists/6035949-adriatique,ADRIATIQUE,,,,
/artists/1122969-aeed,AEED,,,,
/artists/122848-aera,AERA,,,,
/artists/10101651-aera-tiret,AERA TIRET,,,,
/artists/2100384-aesop,AESOP,,,,
/artists/303621-afi,AFI,,,,
/artists/278444-aids-wolf,AIDS Wolf,,,,
/artists/7875819-ain-and-kabel,AIN & KABEL,,,,
/artists/10041164-aj-swizzy,AJ Swizzy,,,,
/artists/8633189-aj-tracey,AJ Tracey,,,,
/artists/3514131-ajimal,AJIMAL,,,,
/artists/9474289-ak-patterson,AK Patterson,,,,
/artists/2882336-akdk,AK/DK,,,,
/artists/10073460-akira-ch,AKIRA ,,,,
/artists/6819699-akku-quintet,AKKU quintet,,,,
/artists/920147-alani,ALA.NI,,,,
/artists/8893224-alaskalaska,ALASKALASKA,,,,
/artists/9087474-alazka,ALAZKA,,,,
/artists/8100928-alessio-bondi,ALESSIO BONDÌ,,,,
/artists/7923933-alex-carroll,ALEX CARROLL,,,,
/artists/971203-alex-delia,ALEX D'ELIA,,,,
/artists/9731484-alice-ch,ALICE  ,,,,
/artists/7162279-all-day-i-dream,ALL DAY I DREAM,,,,
/artists/9182749-alles-mit-stil,ALLES MIT STIL,,,,
/artists/300132-alma,ALMA,,,,
/artists/7228649-alpha-strategy,ALPHA STRATEGY,,,,
/artists/8820679-alyzee,ALYZEE,,,,
/artists/8637069-alyx-vance-bitch,AL¥X VANCE BITCH,,,,
/artists/5136448-am444,AM444,,,,
/artists/10125715-ampm-ch,AM:PM ,,,,
/artists/9839369-amak-all-men-are-kids,AMAK - All men are kids,,,,
/artists/10059399-amami,AMAMI,,,,
/artists/900105-ambassa,AMBASSA,,,,
/artists/7113979-ami-warning,AMI Warning,,,,
/artists/1163202-amicus,AMICUS,,,,
/artists/2549181-an21,AN21,,,,
/artists/827104-anaheim,ANAHEIM,,,,
/artists/8259648-ancst,ANCST,,,,
/artists/795174-andid,AND.ID,,,,
/artists/7465169-andreas-schwarz,ANDREAS SCHWARZ,,,,
/artists/9115019-andrra,ANDRRA,,,,
/artists/9856314-andy-ch,ANDY ,,,,
/artists/960033-angry-again,ANGRY AGAIN,,,,
/artists/9678079-aniiml,ANIIML,,,,
/artists/10101125-anisch-and-the-powerdance-group,ANISCH & THE POWERDANCE GROUP,,,,
/artists/824980-ankor,ANKOR,,,,
/artists/8848969-anna-br,ANNA ,,,,
/artists/9590719-anna-leone,ANNA LEONE,,,,
/artists/8129623-anna-rf,ANNA RF,,,,
/artists/10059414-anna-sage-fr,ANNA SAGE ,,,,
/artists/6926444-anne-sila,ANNE SILA,,,,
/artists/1061665-annule,ANNULE,,,,
/artists/8566139-anoraque,ANORAQUE,,,,
/artists/723908-ansa,ANSA,,,,
/artists/9215039-antiheld,ANTIHELD,,,,
/artists/9130424-anyken,ANYKEN,,,,
/artists/10118746-ar-and-sgk-sexoap-crew,AR & SGK (Sexoap Crew),,,,
/artists/649216-arcee,ARCEE,,,,
/artists/7436349-argentinean-songs-recital,ARGENTINEAN SONGS RECITAL,,,,
/artists/8561389-arno-de-cea-and-the-clockwork-wizards,ARNO DE CEA & The CLOCKWORK WIZARDS,,,,
/artists/8567669-artist-tba,ARTIST TBA,,,,
/artists/716066-asco,ASCO,,,,
/artists/155879-asg,ASG,,,,
/artists/712646-ashura,ASHURA,,,,
/artists/676162-asm,ASM,,,,
/artists/674008-asm-a-state-of-mind,ASM A State of Mind,,,,
/artists/112840-asp,ASP,,,,
/artists/9407044-astodan,ASTODAN,,,,
/artists/1253365-auden,AUDEN,,,,
/artists/8394848-autopsie-dune-ombre,AUTOPSIE D'UNE OMBRE,,,,
/artists/8399258-av-av-av,AV AV AV,,,,
/artists/8846439-ava-asante,AVA Asante,,,,
/artists/9279984-avem,AVEM,,,,
/artists/9531754-averdeck,AVERDECK,,,,
/artists/599986-avo,AVO,,,,
/artists/2489666-awolnation,AWOLNATION,,,,
/artists/773311-ays,AYS,,,,
/artists/9541569-ayu-ch,AYU ,,,,
/artists/8308248-aaargh-fuck-kill,Aaargh Fuck Kill,,,,
/artists/9500509-aalbou,Aalbou,,,,
/artists/10162079-aaliyah-fr,Aaliyah ,,,,
/artists/5018888-aalma-dili,Aalma Dili,,,,
/artists/7603459-aanallein,Aan'allein,,,,
/artists/676852-aaron,Aaron,,,,
/artists/8320993-aaron-ab-abernathy,"Aaron ""Ab"" Abernathy",,,,
/artists/10089326-aaron-bright,Aaron Bright,,,,
/artists/481012-aaron-carter,Aaron Carter,,,,
/artists/2899316-aaron-diehl-trio,Aaron Diehl Trio,,,,
/artists/4782-aaron-goldberg,Aaron Goldberg,,,,
/artists/532158-aaron-lordson,Aaron Lordson,,,,
/artists/135970-aaron-neville,Aaron Neville,,,,
/artists/298754-aaron-parks,Aaron Parks,,,,
/artists/732650-aaron-persinger,Aaron Persinger,,,,
/artists/275048-aaron-tippin,Aaron Tippin,,,,
/artists/497709-aaron-weinstein,Aaron Weinstein,,,,
/artists/9549504-ab-arel,Ab Arel,,,,
/artists/876610-absoul,Ab-Soul,,,,
/artists/2297172-abadir,Abadir,,,,
/artists/591687-abandon-all-ships,Abandon All Ships,,,,
/artists/6960784-abart,Abart,,,,
/artists/10075254-abarta,Abarta,,,,
/artists/309408-abba-99,Abba '99,,,,
/artists/7193109-abba-dream,Abba Dream,,,,
/artists/445583-abba-gold,Abba Gold,,,,
/artists/7101104-abba-gold-the-concert-show,Abba Gold the Concert Show,,,,
/artists/8530404-abbath,Abbath,,,,
/artists/81320-abby,Abby,,,,
/artists/3927021-abc-and-d-of-boogie-woogie,Abc&d of Boogie Woogie,,,,
/artists/481948-abd-al-malik,Abd Al Malik,,,,
/artists/6292249-abdel-hady,Abdel Hady,,,,
/artists/304627-abdu-kiar,Abdu Kiar,,,,
/artists/5534808-abdulla-rashim,Abdulla Rashim,,,,
/artists/160673-abdullah-ibrahim,Abdullah Ibrahim,,,,
/artists/553827-abdullah-ibrahim-and-ekaya,Abdullah Ibrahim & Ekaya,,,,
/artists/551233-abe-vigoda,Abe Vigoda,,,,
/artists/8884599-abel-ch,Abel ,,,,
/artists/9179144-abereh,Abereh,,,,
/artists/873182-abergaz,Abergaz,,,,
/artists/2685296-abgesagt,Abgesagt,,,,
/artists/6189414-abgrund,Abgrund,,,,
/artists/10140859-abi2spee,Abi2Spee,,,,
/artists/345580-abigail-williams,Abigail Williams,,,,
/artists/8714318-abilic,Abilic,,,,
/artists/3020171-abinchova,Abinchova,,,,
/artists/5294273-abiotic,Abiotic,,,,
/artists/682738-abjects,Abjects,,,,
/artists/449564-ablaye-cissoko,Ablaye Cissoko,,,,
/artists/3947571-abnormality,Abnormality,,,,
/artists/116778-aborted,Aborted,,,,
/artists/6832334-abou-diarra,Abou Diarra,,,,
/artists/469752-abraham,Abraham,,,,
/artists/9428864-abraham-ch,Abraham ,,,,
/artists/2692681-abraham-inc,Abraham Inc.,,,,
/artists/9986434-abraham-wurstkessel,Abraham Wurstkessel,,,,
/artists/5491413-abrahma,Abrahma,,,,
/artists/8414603-abramowicz,Abramowicz,,,,
/artists/42153-abrasive-wheels,Abrasive Wheels,,,,
/artists/7645154-abrassiv,Abrassiv,,,,
/artists/459199-abraxas,Abraxas,,,,
/artists/8402353-abraxas-axents,Abraxas Axents,,,,
/artists/3513566-abs6,Abs6,,,,
/artists/175330-absolute-beginner,Absolute Beginner,,,,
/artists/4885728-absolutely-free,Absolutely Free,,,,
/artists/8915044-abstract-us,Abstract ,,,,
/artists/1007964-abstract-reason,Abstract Reason,,,,
/artists/9324279-abstrakt-italy,Abstrakt Italy,,,,
/artists/257071-absturtz,Absturtz,,,,
/artists/430683-absturzende-brieftauben,Abstürzende Brieftauben,,,,
/artists/884599-absurdity,Absurdity,,,,
/artists/32578-absynthe-minded,Absynthe Minded,,,,
/artists/6620314-absztrakkt,Absztrakkt,,,,
/artists/5848834-abu,Abu,,,,
/artists/9943654-abu-ch,Abu ,,,,
/artists/239953-abwarts,Abwärts,,,,
/artists/8964819-abys-dice,Aby's Dice,,,,
/artists/160920-abysmal-dawn,Abysmal Dawn,,,,
/artists/510131-abyssinians,Abyssinians,,,,
/artists/427952-academy-of-st-martin-in-the-fields,Academy of St. Martin In The Fields,,,,
/artists/4110806-acapulco-stage-divers,Acapulco Stage Divers,,,,
/artists/457271-accademia-bizantina,Accademia Bizantina,,,,
/artists/10123609-accento-musicale,Accento musicale,,,,
/artists/84651-accept,Accept,,,,
/artists/341650-access,Access,,,,
/artists/7422299-accordeon-fever,Accordeon Fever,,,,
/artists/777579-accordo-dei-contrari,Accordo dei Contrari,,,,
/artists/680079-ace-ventura,Ace Ventura,,,,
/artists/62259-acetone,Acetone,,,,
/artists/10085201-ach-d,Ach D,,,,
/artists/9741624-acheronian-scar,Acheronian Scar,,,,
/artists/3579516-acherontas,Acherontas,,,,
/artists/574934-achille-lauro,Achille Lauro,,,,
/artists/9836214-acht-eimer-huhnerherzen,Acht Eimer Hühnerherzen,,,,
/artists/10140903-acid-amazonians,Acid Amazonians,,,,
/artists/7027899-acid-arab,Acid Arab,,,,
/artists/3084221-acid-baby-jesus,Acid Baby Jesus,,,,
/artists/10168971-acid-flora,Acid Flora,,,,
/artists/111030-acid-junkies,Acid Junkies,,,,
/artists/261738-acid-king,Acid King,,,,
/artists/5508358-acid-moon,Acid Moon,,,,
/artists/195904-acid-mothers-temple,Acid Mothers Temple,,,,
/artists/557370-acid-mothers-temple-and-the-melting-paraiso-ufo,Acid Mothers Temple & The Melting Paraiso U.F.O.,,,,
/artists/3208341-acid-pauli,Acid Pauli,,,,
/artists/1039071-acid-tongue,Acid Tongue,,,,
/artists/1502774-acid-washed,Acid Washed,,,,
/artists/9743754-acid-slam-solution,Acid slam Solution,,,,
/artists/9349474-aclonis,Aclonis,,,,
/artists/8217278-acousta-noir,Acousta Noir,,,,
/artists/10156695-acoustic-blues-drifter,Acoustic Blues Drifter,,,,
/artists/6909279-acoustic-fever,Acoustic Fever,,,,
/artists/5124838-acoustical-south,Acoustical South,,,,
/artists/6642744-acranius,Acranius,,,,
/artists/555641-acres,Acres,,,,
/artists/8522843-across-atear,Across Atear,,,,
/artists/8745609-across-the-atlantic,Across the Atlantic,,,,
/artists/8268803-act-of-rage,Act of Rage,,,,
/artists/1973350-action-beat,Action Beat,,,,
/artists/3732911-actions-to-onslaught,Actions to Onslaught,,,,
/artists/2874581-active-child,Active Child,,,,
/artists/8480608-actor-uk,Actor ,,,,
/artists/253476-actress,Actress,,,,
/artists/112413-acts,Acts,,,,
/artists/3664041-actu,Actu,,,,
/artists/311954-acumen,Acumen,,,,
/artists/734538-ad-hoc,Ad Hoc,,,,
/artists/3881056-ad-nauseum,Ad Nauseum,,,,
/artists/4102891-ad-patres,Ad Patres,,,,
/artists/350859-ad-vanderveen,Ad Vanderveen,,,,
/artists/9043554-adhd-iceland,AdHd Iceland,,,,
/artists/273618-ada,Ada,,,,
/artists/8730654-ada-lea,Ada Lea,,,,
/artists/8368828-adam-angst,Adam Angst,,,,
/artists/3939581-adam-arcuragi-and-the-lupine-chorale-society,Adam Arcuragi & the Lupine Chorale Society,,,,
/artists/1974588-adam-barnes,Adam Barnes,,,,
/artists/3888486-adam-baldych,Adam Bałdych,,,,
/artists/9202314-adam-ben-ezra,Adam Ben Ezra,,,,
/artists/9706319-adam-ben-ezra-solo,Adam Ben Ezra Solo,,,,
/artists/173218-adam-beyer,Adam Beyer,,,,
/artists/497764-adam-bomb,Adam Bomb,,,,
/artists/5970474-adam-carpet,Adam Carpet,,,,
/artists/8046158-adam-ellis,Adam Ellis,,,,
/artists/866242-adam-faucett,Adam Faucett,,,,
/artists/507078-adam-ficek,Adam Ficek,,,,
/artists/2341657-adam-ficek-dj-set,Adam Ficek  DJ Set,,,,
/artists/7628454-adam-giles-levy,Adam Giles Levy,,,,
/artists/25361-adam-green,Adam Green,,,,
/artists/6009944-adam-green-and-binki-shapiro,Adam Green and Binki Shapiro,,,,
/artists/975806-adam-kesher,Adam Kesher,,,,
/artists/7706714-adam-laloum,Adam Laloum,,,,
/artists/2436746-adam-lambert,Adam Lambert,,,,
/artists/8915874-adam-naas,Adam Naas,,,,
/artists/2221090-adam-nussbaum,Adam Nussbaum,,,,
/artists/4860168-adam-pache,Adam Pache,,,,
/artists/671920-adam-port,Adam Port,,,,
/artists/417783-adam-torres,Adam Torres,,,,
/artists/10123860-adam-vermona,Adam Vermona,,,,
/artists/513407-adam-wakeman,Adam Wakeman,,,,
/artists/554824-adam-west,Adam West,,,,
/artists/109684-adam-x,Adam X,,,,
/artists/4112751-adam-and-eva,Adam and Eva,,,,
/artists/6489119-adam-and-the-madams,Adam and the Madams,,,,
/artists/8520458-adam-had-em,Adam had 'em,,,,
/artists/9433289-adams-wedding,Adam's Wedding,,,,
/artists/8697103-adamo,Adamo,,,,
/artists/5874699-adana-twins,Adana Twins,,,,
/artists/1009031-adapt,Adapt.,,,,
